transaction_id,risk_score,risk_level
5d781375-a908-421e-abbb-69c16818a341,16.78,Low
8e8fe53d-c1c9-4db3-8966-eb1221a914b8,7.0,Low
dbbfcba3-49db-4f69-b438-0dca3dd30e84,4.66,Low
36be796f-2205-4b68-bb55-5b78483a7a1b,4.72,Low
5d1a7ff5-3b88-4b47-ac7f-f9f69a0aa0b5,7.05,Low
dedc56e1-a6dc-4858-8099-827bd7ee02aa,2.78,Low
8577316e-0902-4a98-910e-391b3a25a29b,3.71,Low
d1b43fdf-7468-4f88-9f19-4d3c3dd91b7d,3.66,Low
ddc53c1a-bc52-423a-990b-85a28eb2fd99,2.95,Low
56aa32cf-1b3d-4975-a149-37db19af27c6,8.37,Low
31762689-e242-41f1-a9cc-0ec83ed6cd9a,5.32,Low
07afbf3c-c2f0-4464-a23f-b3991efa2fd1,5.71,Low
6ee5a8ac-6744-46fd-b287-0293a7f0850b,9.04,Low
e1912662-bf6f-441d-8a21-cb9040a40b1c,4.28,Low
f4f38a18-a25c-49ba-b37b-3773f76d304e,12.31,Low
ba03cef6-6336-4c8b-b53d-d03d132de6dc,9.72,Low
3a95c99e-1138-46bc-821e-eaccf3b8a5ff,7.19,Low
02edcb4a-dda9-48a1-8722-a93c39aab96a,4.16,Low
2bcda5a7-1a4a-4674-b3b7-f0b969a72ebf,5.63,Low
5b020810-917e-471b-acbf-ad47cd3ee789,5.0,Low
7f18acf7-d1ec-44c9-bc9c-744df39b5042,7.6,Low
c77e0023-8ad2-44d7-bee1-5088af987174,4.32,Low
e593d56c-dcc5-4b0f-8feb-972696025b41,8.74,Low
3201a44c-2da3-4b1d-9909-73f0e5189e2a,4.14,Low
13e50efa-8e20-40e3-b9ea-41eb945d4f12,6.63,Low
ea044666-e152-48a4-9388-5fef154b179b,5.98,Low
c98362cf-75cd-44ce-9f7f-3cc00f8c7a30,68.15,Medium
40b65b1a-6daf-486b-8e25-758e705140b1,23.54,Low
3acc4545-c437-497f-a621-a6fd5697c8b6,5.66,Low
a190cca2-7766-49f8-aadc-2da76e31cd0b,2.53,Low
b2e54fdb-7eee-425b-acbb-4d28e93580bf,3.38,Low
a067fd4c-57bc-4142-9834-97726c40ec29,6.06,Low
04e0fe69-dca1-4957-98e0-b360700817dc,8.47,Low
13a9e253-c255-49f7-af37-492556f233a1,6.62,Low
b0c6d470-6842-4376-982b-d8d4892874ef,4.5,Low
564cfa73-f1b5-47cc-a3d3-d64d6b420221,63.92,Medium
80368450-673a-4f25-bc76-cb30fd5ff45e,6.23,Low
db99839c-ab95-4008-8871-becd2a56421a,5.55,Low
1a5ba069-c73b-47ef-86e3-5e575305b527,4.64,Low
1b36fde5-e648-4dd3-8235-0f195899df74,5.22,Low
9a1d63b5-a79f-4023-bcbd-d67b9dfd273f,85.39,High
8577edf0-edb6-4280-b716-b9373e411641,4.23,Low
33652490-eaea-4283-bece-f08c023f7dfd,4.69,Low
17df618b-9b16-49fd-8ea7-5b65a91810bb,5.59,Low
573c55ac-da56-4ed5-996c-d11429d524b3,5.75,Low
f22d4346-d0a1-4eb3-bd5c-e5d12c3c5614,6.88,Low
249ea911-2e8e-49e2-a32c-3d2bd0030442,41.76,Medium
14cc770c-4e28-495b-941b-83423a594553,5.5,Low
31788a8f-7ebc-44ea-a2af-cfc05135a8e2,4.06,Low
34ff565c-d087-4f69-9233-e00930978f5e,5.72,Low
15e33d39-aaa9-4a00-85e2-8cae4d95fc5f,5.25,Low
9e72277f-eda8-428d-a346-817ee09da901,44.23,Medium
847ee3e3-4b86-4c57-b8a2-87c985781554,7.79,Low
ca221dc9-7e77-4e4a-9882-9374daf59847,64.61,Medium
b400de9f-96ed-4f21-bb6b-2fe680ee146d,9.68,Low
bf5ce559-4538-402f-810a-0ff1c9f7be5e,4.86,Low
fc1a2cc1-6b03-4056-bb24-57a7b48c99ee,9.17,Low
32f499b2-07a6-4cee-b2be-8729ec02c5e1,6.34,Low
c07734f6-2a39-4e24-a1c3-829fe0a11f9e,5.35,Low
50b8a558-1762-4fc3-b9a6-227b92e877be,9.18,Low
f8f0e2e7-3a00-4557-b10b-885c2ce71a13,8.55,Low
e5d1613f-b038-48f9-b331-ed42219a9998,57.1,Medium
7542ebb9-f9f2-42f9-a6b5-f235b7dfbb06,5.76,Low
6f50bb94-7f9f-4209-b36b-2af6a7ba87db,67.88,Medium
56d0002e-b59f-4907-a19e-8b53df9dc9ce,5.9,Low
5f7ce9d8-8967-4735-b8d8-7504bc75c5b5,5.23,Low
78eeb546-7ce5-49b3-b045-854fc7a425e0,2.73,Low
b70e976e-7b0d-4d83-bcf4-fde82737a2fa,7.24,Low
9b083a47-0166-42ea-a408-9d4e8cc69289,6.63,Low
f8348fba-4cfa-4c04-aef9-087b5b6b5b32,58.73,Medium
9c04dd3d-7317-46e0-9e4b-7b4073f14bab,6.44,Low
5dfc46a5-a436-4089-9677-5941126f61fc,5.4,Low
e24287fd-d17d-473b-b5d6-55de56737de0,4.34,Low
f58625fd-3062-4604-979d-7bec3c2ab20f,3.74,Low
819499e4-802d-472b-b980-5a973f28fa9c,62.59,Medium
29e096d6-f75e-4442-a06c-7efbb3d07d04,76.02,High
871c418f-fec1-4253-afb2-8675d2a488ef,4.48,Low
a49452b6-f49c-4556-ae5b-c62e3e8efaec,7.46,Low
ecf94569-06f3-4239-8623-78e4e5efd646,4.36,Low
6e675bd4-a422-4cd5-b8d1-eedbc4028c05,2.96,Low
b0b9564d-6a47-49e7-9ac7-7375e93bbffe,8.33,Low
9b310bca-5b9b-454e-b4e2-2c5ebcb6676c,4.12,Low
07c77e95-7bb5-4ba7-aa5a-653a3778c26c,4.81,Low
703361b4-6956-497e-b177-90d46eb6c185,4.3,Low
276ba748-3987-4145-909b-b29da7ce3c42,9.12,Low
a73f86e7-c679-447f-9fda-eb7cec22a294,2.92,Low
f0455b76-3d4d-46fd-aeb9-43347c72700b,3.16,Low
f01617b9-79f8-4ca4-8e47-b2015a006228,4.17,Low
facd30d4-ce4d-4667-b358-ca9c45b352e2,82.28,High
cfecff11-ce12-47b7-bea2-2787a786cfa0,61.61,Medium
28662661-2868-4a41-9496-7f870a315741,6.02,Low
c0c10d67-7932-43a5-87f7-b3b294704196,7.32,Low
a455df5b-24ba-4d08-b499-4ac3a1e92a0f,5.26,Low
def0a99a-a006-41ce-8fb4-e3a6929d6672,3.85,Low
b1fef071-8bb2-4472-a91c-824cf62a4fb3,6.5,Low
01c1ad73-0523-4a61-90a2-efcb6783ede8,7.23,Low
5a52bdb7-0dcb-4f1c-9660-d75ec453e237,3.43,Low
fc29d83c-947b-40d5-990f-beb49172cf72,3.63,Low
523ecc93-5fc7-40cc-9686-ba382a83bddb,4.22,Low
e0e6dcd4-08c1-40b0-8b61-737f1ea1ba7e,5.83,Low
e1553e07-4230-4d35-8967-ef05ca3b83f1,64.69,Medium
3e9c1577-abb2-4e07-9a83-9331f131f75e,7.19,Low
6a7813d0-98d5-49ae-9e03-f851ea6859c2,5.32,Low
0417df35-93c7-4be7-9fa8-1cd614eb3bf0,15.02,Low
6b5ab63f-ccea-4adf-bd67-13fc010baef7,6.34,Low
9de93c59-feef-4612-b54e-873ec6aa94f1,4.47,Low
5b32984b-5eb0-4e86-a306-b5a1bc60124c,4.8,Low
ee09dc3a-c429-4dff-9e55-5fe5bc753b8e,2.89,Low
2fb3775b-148b-4c3a-b849-d6ee2e2fa61d,68.64,Medium
a6fce2ee-204e-49e3-85f6-b55a9459e3df,6.83,Low
ea6f9e1c-b9e4-4416-977d-f1b6e3321f99,4.99,Low
73b9aac7-ddd9-4c5f-a0e1-b761b8bd2390,7.45,Low
1b15126d-d53d-408a-b68d-fddce52eb160,9.45,Low
86adf8e6-9a17-4201-b24c-9cb768d3faa9,4.9,Low
1c7d89c6-d202-4b24-bec4-4aff827188a4,7.32,Low
5d412f75-5a9d-4cea-bf8f-b2120981b684,8.86,Low
3017fdc8-d610-43c6-9816-87c3586938ff,65.14,Medium
2c5d9297-b390-4dc1-a95b-6a160e7df192,5.01,Low
bea53843-313d-473a-afa6-c21665950ee8,7.63,Low
c0ffcdf9-cb33-49d0-a922-65634719e6b7,4.4,Low
049581f9-e040-470b-905f-267778902fc1,2.82,Low
50ee48ab-84ec-4d5d-bca5-bafa54228c03,4.65,Low
a960b38a-81bf-42da-af91-cafcdb2ec91e,3.92,Low
1729fc3a-be3e-46ea-b3b3-c66c6a054eab,6.63,Low
5adde038-bc43-4a5a-8511-dcf4c7ffa633,4.11,Low
b2b2b8cd-09d6-427c-8619-3a133f05e3b9,8.07,Low
6392b8ed-0c0b-42cc-8f2a-ef8ce699d780,5.33,Low
86fef257-3d6d-4f03-93af-a6534e7b2c70,4.42,Low
0a1c080b-f8d4-4bd5-9099-3fb5781e0234,5.03,Low
5d825c0d-23d6-4483-be67-8aab32905268,64.55,Medium
78867e78-0513-4753-94ef-797d30ccd6d5,5.52,Low
231cb12c-699c-45e8-bb2c-0043f3640ade,4.99,Low
5bf39552-e586-47e1-bd7a-1786edf62196,4.07,Low
d9303fc1-444a-49c0-b3ff-dfb5f9f90ec9,3.98,Low
79556512-f029-4c29-82b7-f113a0c08205,53.61,Medium
a5db93f4-1f48-4f93-ba1b-48a88f0371c5,3.92,Low
2570a7d1-0313-49a5-aaf3-6c452ef08daf,4.51,Low
d43aff1a-0b2e-45c7-a825-4303d18905af,9.17,Low
8d60cd0b-1a66-4b28-8a8a-4483d15fa1c7,9.64,Low
650bc86b-5939-4462-bd06-5de0076f2795,6.65,Low
c2e66d10-1d3e-4431-a9d2-2d2194f498f9,4.64,Low
3b2e5f5f-c6b6-4e3b-9b65-a8103621a860,2.74,Low
76c89fae-39d0-45e9-bd25-e0429435f84a,61.1,Medium
274583b0-8069-47de-a12c-94f41f425708,3.5,Low
0db3e2f6-137f-4c96-9f76-a28e9792c32d,4.42,Low
3b89bb26-69f5-461d-82a4-c7cf50256a98,50.87,Medium
f9b57bde-0108-4715-af7e-9cee3282712e,5.84,Low
0c274fad-bf5f-4ad3-90d3-3a7b64d3b14c,13.93,Low
89b34c7d-8007-4626-98b8-a3301078287e,7.45,Low
d3251f25-c0da-4ded-bbcb-ca253bde9ad3,3.81,Low
f5275624-b8eb-4c44-96cf-26b9d9b76b62,3.13,Low
630797a0-6ad2-4c37-96f3-61401f90ff1b,7.96,Low
596b8754-c9cd-4a97-b4f8-049181683f66,4.64,Low
f62315c1-d3db-4112-9f25-7131098ce449,6.09,Low
60342bb8-b9a5-4398-9ddc-e31a1d858f6e,4.58,Low
a1e5820f-9aa8-4506-8be3-af2251a9f497,6.91,Low
5a20365f-83f9-4cae-a368-d9e31f0eeda2,2.61,Low
eb2ba836-cb60-4ac7-8f04-852377d98cd1,5.28,Low
eee960bb-1437-46eb-8610-d60aace3434b,3.91,Low
fc2929a4-0704-41ce-90f0-e82f7e2f5d37,2.24,Low
b7e84446-170c-4110-92cd-cca2290cfa34,2.83,Low
a02329d3-d257-431e-845c-cb99be33f7e0,5.54,Low
923b5e45-cc99-431e-9d1d-88b9fdcf6288,3.0,Low
f9443101-74d6-4f75-b6f2-f3824623a4d1,7.0,Low
2b0e8120-f03b-4aea-9d40-591b7fc11c99,7.52,Low
ea614a52-031c-43c3-a6ba-5de413801504,6.48,Low
0dfdb42f-f30f-4a26-8663-4d9db4eca9b6,2.46,Low
fc074135-b1c8-4e03-84f1-bd3a3aa04963,5.13,Low
cace17a7-26e1-4e35-8c52-2faeef67055d,4.08,Low
b09a4f2c-9924-4b8c-9938-d176e6d67256,7.08,Low
42ec2aae-f224-46f9-9bcf-55c1b528eb01,5.08,Low
0b788d84-4994-4296-adcc-d4b21849d95e,8.95,Low
061aedf6-dcd2-4375-9225-b6deff060dd9,3.51,Low
1268ae31-a36a-4456-9557-72c5ea21b8bb,82.5,High
b84cbe6d-53ae-4592-b08f-ddc7fcf3039b,5.42,Low
97d3800f-e0f6-45ad-83bd-ed6c1e676fef,6.41,Low
55283089-1fc0-4b64-8c65-241a36c073db,5.05,Low
9ca3e4d7-7bcb-4b70-9f1a-21dc292cd7d0,5.7,Low
8172fcc7-4f2c-4c03-a232-a1a88fb071a6,69.16,Medium
ad610c2c-4676-4bdf-b135-97eee4b16293,59.99,Medium
0a52aa1a-2661-49ab-87dc-60147cefe4c7,4.55,Low
2c76617b-f2a5-4afd-934f-44e137a615cf,3.33,Low
6aaed3b0-c065-4194-a5d1-7ad76cb2ab7a,7.53,Low
3ccb9d3d-63e9-46ca-8aa7-6e3a7c12dbd9,6.35,Low
aff80630-5a7a-43de-b124-4030c325649a,42.26,Medium
d7920270-a7b5-4792-b98e-354d5e5aae8a,4.15,Low
c8f476ae-d896-4aa7-bae2-89d98d82e4ab,3.99,Low
e7b8a997-4e5c-42db-b60b-06de4ca71955,58.61,Medium
d26fb1fb-d25b-4bff-bfdc-8f1deeab24f3,6.43,Low
e25914b4-16fe-4504-b1ff-14413d3dfaaa,5.91,Low
e5ac04d2-7e77-4754-b4da-9b4e0be9ae64,4.75,Low
84292b17-d250-4ffb-895c-7a4ad32d0803,3.63,Low
032fb5ad-f7f4-49c3-9b8c-7bda08137aed,4.8,Low
c4dd9642-6408-47f2-953b-04d907f23590,8.83,Low
6cd7553d-0008-4f6c-8ff3-a6baea3e7f71,4.49,Low
1bff5ea6-b9fe-4896-a387-00b1d6c864f6,5.41,Low
ea8cfbe1-bb5a-4c8e-8444-6ab329d898dc,4.27,Low
1d95ab43-d90a-4b23-9ecc-240df900ccdf,72.53,High
d51045b7-a8dc-4950-95d1-e76ccefc3357,5.9,Low
10ca225c-12cd-4ddc-9d3c-6879e40010c0,4.55,Low
4e5e4edf-fdd7-42ee-b43f-3fbf34227efb,4.74,Low
4bebe7fd-47d7-4f59-907f-1f75d746b2e1,57.39,Medium
e1eb603e-c26e-4dcc-a96a-b07ad8ae19f7,58.65,Medium
96b888d6-26ce-4c58-af5c-65b4fee8079e,6.38,Low
348e8a83-8bcd-45ed-8ed4-53ef6c6f28c4,42.45,Medium
284ef877-8a3e-49ad-8040-c978fd243a03,4.34,Low
bb63f699-a9ca-4fe8-9648-fce9c45796fa,6.26,Low
ec449402-f3db-49f0-aeb4-e98a5e73dc62,3.56,Low
17f6bb5b-4b7d-4a15-b3f1-58ef7bfcf85e,3.96,Low
e9d4c3ee-aae5-4b97-9995-a06b49ec2055,10.23,Low
8907430c-f413-45d0-a99d-2f055322266a,4.38,Low
c1f898df-fcc7-42b9-aa25-75467a53cca5,5.75,Low
f740fcb7-4034-4443-9056-bff656a009d9,6.79,Low
12aa0118-ec37-4637-ad82-6bfcb4f94794,5.36,Low
eab3f9f7-035d-4126-93bc-203f6cf8bb55,3.09,Low
c61fb7e8-f26a-4855-99ab-78ac4013805c,2.99,Low
5ad50b98-71b7-42cd-986e-affe7f304f8c,4.91,Low
e27c40d0-088c-4233-8e18-b260debdca5c,60.99,Medium
521e82a8-0987-40b4-91c1-12da2c3bbc32,55.43,Medium
2b0515dd-acb2-4bc6-8620-e4a69fdbfdb4,10.8,Low
fd40ae67-a5d8-46b6-b7ea-4834819f710c,7.82,Low
76ad4803-fe37-4960-b4a2-1539ae17109d,6.33,Low
02153e67-7188-4f22-aba9-d46967bf4377,69.33,Medium
eb4a5eb9-b2cd-4b37-9dcd-87848dd1ab93,3.88,Low
36d5a4d1-dfdf-4c69-800d-60ffedeae9fb,2.63,Low
f9d1af57-66f2-43ab-aca5-1f08b40ecb6f,6.52,Low
faa389aa-c147-4183-b585-421cfd494fae,4.46,Low
05e72552-a81f-432b-b644-aa1b3ae02c6a,5.59,Low
0a8e032e-bce9-45a4-b7c5-aab81d9ff177,5.11,Low
f6b61181-eced-48a2-8a82-4ff7ce41eeb4,3.96,Low
9bfecc4a-2388-4b19-8be9-9c97327a77c0,6.12,Low
9d13087c-23a3-40b0-ac29-88595ef4825a,6.09,Low
55fe5c0f-ae77-41c4-bad4-a662bd512b3b,4.29,Low
2ab1b72b-4e50-4917-b032-18e0717d28e5,65.09,Medium
8c9b5791-b6d3-4d64-aefb-60d5cb601595,5.71,Low
8825397d-8819-4232-a8b5-5da3d3d2317d,4.89,Low
c579cd22-ea31-4734-80c2-6360c752d4ca,3.67,Low
db481541-583b-46aa-8181-4a335e415e10,9.9,Low
bff1e1aa-5eb2-4548-89d3-64f15d2cb18a,7.94,Low
53b0f85d-efb9-41e7-9492-04401a0d0d1b,62.64,Medium
ae31d8d4-caa3-46c6-9730-dd6db0339487,6.48,Low
37e95d7e-9f3a-4902-9ef9-261fdab75685,86.15,High
d04a75cc-5ccd-494c-9d63-7bff87641159,61.04,Medium
e1ba9f50-cbc2-4bca-b8d9-15d180569b3e,5.4,Low
6267bc1c-f398-4a0b-b29f-3a44588148b3,5.12,Low
6aa5b6e7-39cb-405e-8ad1-d92276cf5a4a,2.86,Low
a752a89c-da34-4ef6-ba30-ad56a1b6a342,74.93,High
a957bc03-f34d-4b11-84c6-bf144792e7ae,5.84,Low
a0d58f87-d912-4c6a-a252-b39e26f47dbd,4.73,Low
ab8a288b-67fa-4745-85df-2e1fc0d940f7,1.83,Low
321565ff-c99a-4036-8dcb-30e8b2ad3343,5.84,Low
7bf5f485-290d-4cc7-99a9-4eaa0acd293d,7.45,Low
704a6906-7ddb-4aa0-8753-2b12242f268f,60.41,Medium
3385631e-34d7-4873-b709-6ad9d604d749,4.22,Low
66c913c4-ba3e-40af-87ec-b1fb4cf20f65,4.94,Low
02729022-f95f-4633-a84d-1f5b753c28a5,6.36,Low
437de43e-5f09-4789-a17e-b5eee163d0c9,66.52,Medium
366504cc-0e2e-482a-bd2f-c8c2c677bf77,3.1,Low
128435da-b00c-4477-ae15-032866b14493,4.05,Low
8a75d934-955c-4a90-9f90-0f670ba554f7,4.32,Low
1d57302f-8607-4b87-be6a-c4de08e8198f,66.64,Medium
37673d2e-87dd-4a4a-a0eb-be4e71964785,65.32,Medium
e0c32f82-4e8e-4b48-9469-14a1b2aba4f9,9.01,Low
739a0e97-cfd6-4f33-98f5-1195263704ae,45.46,Medium
f15d0b4a-56e7-416e-8f72-ee9f2353f3be,6.04,Low
6050e8ed-b860-452c-b022-7b07da36a1af,75.04,High
fd07b9a5-7156-40ca-b2cb-19fb95622e1f,5.72,Low
722705b8-aea0-47f0-9624-4cbe822976ce,5.7,Low
1e89bd99-70c5-4663-ba34-df278a345e67,3.36,Low
29ccb883-d02f-4eca-8418-9d7f17808d44,4.7,Low
d33d4f3d-485d-4da6-a520-1c13aaee9464,7.65,Low
5e778ad5-d558-4b26-8be4-c089c8f3b26d,5.12,Low
2b973f0e-da15-479a-adde-8b5e14e32a9e,5.29,Low
08df7ebf-36e0-4c89-b8e0-8f4cd30ce625,3.22,Low
eb41a021-936a-46e9-be9a-03035bd84d18,3.88,Low
0cc8042b-0492-437d-a9b6-c3f14319ad76,28.36,Low
