transaction_id,actual_label,predicted_label,risk_score
eb4a89bc-53c3-4f58-957f-99eb57b3f95e,0.0,0,5.29
fd33f1db-5ece-436d-abd2-d9abca879b24,0.0,0,4.05
92790a89-92ee-463d-a0b5-7814418a9406,0.0,0,3.79
35a2652e-26ef-4170-b975-1212b1e65567,0.0,0,4.6
855fde11-40ab-41b5-8196-6c916c017dd6,1.0,1,70.55
c7163f4b-b7ba-4008-a40b-6a9cd35d4351,0.0,0,5.17
6b640d8d-b02a-496c-956a-0e199bd7ee66,0.0,0,4.01
6eb07198-b399-44b0-9500-5946a6fa2300,0.0,0,2.8
82fa9383-88ee-4b05-a912-6956fa65b0e2,0.0,0,5.14
7f16667b-c262-418e-8545-1892c9fbbde9,0.0,0,4.33
bedab21d-bfd2-43c9-b4bc-3b86850ba85a,0.0,0,4.01
427a89e7-906c-4dc5-862b-191c060bb139,0.0,0,3.93
ef65620a-9bae-42e8-88a4-7c1b98546cfb,0.0,0,9.97
6a2ade6d-b7ec-42ae-924a-7b8cb130cae8,0.0,0,4.5
851e870d-d9cf-4c17-9fb6-688409e2cc08,0.0,0,3.79
e411e498-2177-47a0-bb72-860ae16291fa,0.0,0,2.13
2e489eab-6d20-4b7e-b3c9-aa595d3884b1,0.0,0,3.53
a856dc6c-d94d-44f3-b241-f231e7e7d86f,0.0,0,5.51
f740d473-e699-4e64-887d-231c38ee7a8c,0.0,0,2.26
325fe6c7-46d3-4fd3-9f17-6034a5e76f68,0.0,0,2.15
b8b0394b-513e-4432-b12e-eabd56524184,1.0,1,79.78
21f5248c-cd72-476b-9934-5208887444d9,0.0,0,4.18
dbf0b5d2-bf31-43f0-a7c6-5ffdad9d8f59,0.0,0,3.05
2bf368a5-e689-4212-b55e-91bfc0dc9998,0.0,0,4.88
1763c309-af8e-40a1-83d3-baa226926c96,0.0,0,8.01
401d22e3-e390-47d2-903d-e110af170cfc,0.0,0,1.71
f94a33ee-1bf8-489f-b133-05424ad86159,0.0,0,2.65
a0287698-ed18-4f11-98c7-0ca1da46fab7,1.0,1,84.76
dcbf315f-2176-4310-819e-8570126dfe3a,0.0,0,5.75
f283dd2f-e9a6-43c2-8de4-a1e58002b551,0.0,0,5.0
53b1671e-44ff-4d74-8fb9-c6cc4f51447c,0.0,0,7.54
453dcffb-2c7e-486f-bb05-05b82746a0e2,0.0,0,4.73
6b50a8bf-f13e-4c17-ad6a-3fa9ff95cc90,0.0,0,2.88
948c67cc-0c65-432e-87d8-98605710c755,0.0,0,3.33
5038f18f-7ca2-4141-b9a5-6fa40296ba23,0.0,0,1.8
8bf3d19d-3937-43d5-9717-b5be6000e927,0.0,0,4.28
52f33e37-825d-4f9b-bd63-7eece096e758,0.0,0,3.81
9837d708-2b5a-44cb-89f4-c0268064c8af,0.0,0,3.14
dbf8aeea-7b71-4312-abbe-9bb5db94f83d,0.0,0,3.69
cea7d0cc-0d00-4a12-b176-83a980344960,0.0,0,2.47
4804ecf3-40dd-4f23-875c-3175ebe2603c,0.0,0,2.4
42c70c94-72bf-45e4-bebf-2a48e1326616,0.0,0,4.47
d154800a-23a8-4384-8e7f-d1b3c3006bd2,0.0,0,3.18
de54c8a9-4bfb-42e0-973e-b64dece128eb,1.0,0,14.71
4a2e49ce-143a-4149-8018-4dca3bbb443c,0.0,0,5.56
33f89d03-c4d0-4c50-ad5d-8bd08d63e26e,0.0,0,3.84
eac65499-9af8-4dd0-abc7-1e7da84864c7,0.0,0,2.05
0ab7fd8b-e1c2-48cc-81d9-c4847b541117,1.0,1,55.57
35dbb710-6781-4f19-ad55-d2b9022647b6,1.0,1,77.44
bcc4dc67-f236-42a1-8c29-02d8582de788,0.0,0,2.88
74f8a7e9-1e23-42e4-9648-e4f56e81e638,0.0,0,5.73
a8b60383-85f2-4ddc-8328-5288aed93785,1.0,1,58.15
ac1d81ac-7455-4a59-8650-0b235569ef9a,0.0,0,3.02
42782bd8-05ac-4d1b-941b-02e6938fe89f,0.0,0,6.48
797b519f-28b0-4688-a791-9def89c7f2ee,0.0,0,4.57
e28d0a69-3d06-48fe-b01e-dca9baaaa95f,0.0,0,4.42
1b0bc52c-d47f-4b03-9855-d8f318ff2b16,0.0,0,4.44
5d0a196f-1c48-403a-a1e9-dd7b79405961,0.0,0,3.42
5b68100f-cb6e-4e6d-bb0b-345ebb6709d9,0.0,0,48.2
03baa586-8027-4b20-8797-c28391cfd4dc,0.0,0,4.99
699fe114-2910-41ab-a942-0b666187d619,0.0,0,4.95
7db2c02b-341e-4b42-9729-4a8369fb249e,0.0,0,4.03
aeb5a387-99da-4b8f-a5ff-286977e8c7e3,0.0,0,3.33
83b3234a-9d76-4241-8c1a-53a6e4fdb926,0.0,0,4.11
5d781375-a908-421e-abbb-69c16818a341,1.0,0,14.39
8e8fe53d-c1c9-4db3-8966-eb1221a914b8,0.0,0,6.4
dbbfcba3-49db-4f69-b438-0dca3dd30e84,0.0,0,3.49
36be796f-2205-4b68-bb55-5b78483a7a1b,0.0,0,4.06
5d1a7ff5-3b88-4b47-ac7f-f9f69a0aa0b5,0.0,0,4.21
dedc56e1-a6dc-4858-8099-827bd7ee02aa,0.0,0,3.43
8577316e-0902-4a98-910e-391b3a25a29b,0.0,0,4.23
d1b43fdf-7468-4f88-9f19-4d3c3dd91b7d,0.0,0,4.19
ddc53c1a-bc52-423a-990b-85a28eb2fd99,0.0,0,3.37
56aa32cf-1b3d-4975-a149-37db19af27c6,0.0,0,4.74
31762689-e242-41f1-a9cc-0ec83ed6cd9a,0.0,0,3.65
07afbf3c-c2f0-4464-a23f-b3991efa2fd1,0.0,0,4.21
6ee5a8ac-6744-46fd-b287-0293a7f0850b,0.0,0,6.24
e1912662-bf6f-441d-8a21-cb9040a40b1c,0.0,0,2.5
f4f38a18-a25c-49ba-b37b-3773f76d304e,1.0,0,7.04
ba03cef6-6336-4c8b-b53d-d03d132de6dc,0.0,0,12.87
3a95c99e-1138-46bc-821e-eaccf3b8a5ff,0.0,0,4.77
02edcb4a-dda9-48a1-8722-a93c39aab96a,0.0,0,3.38
2bcda5a7-1a4a-4674-b3b7-f0b969a72ebf,0.0,0,4.77
5b020810-917e-471b-acbf-ad47cd3ee789,0.0,0,3.88
7f18acf7-d1ec-44c9-bc9c-744df39b5042,0.0,0,3.67
c77e0023-8ad2-44d7-bee1-5088af987174,0.0,0,2.42
e593d56c-dcc5-4b0f-8feb-972696025b41,0.0,0,6.41
3201a44c-2da3-4b1d-9909-73f0e5189e2a,0.0,0,2.26
13e50efa-8e20-40e3-b9ea-41eb945d4f12,0.0,0,4.41
ea044666-e152-48a4-9388-5fef154b179b,0.0,0,8.76
c98362cf-75cd-44ce-9f7f-3cc00f8c7a30,1.0,1,59.42
40b65b1a-6daf-486b-8e25-758e705140b1,1.0,0,24.16
3acc4545-c437-497f-a621-a6fd5697c8b6,0.0,0,3.37
a190cca2-7766-49f8-aadc-2da76e31cd0b,0.0,0,3.06
b2e54fdb-7eee-425b-acbb-4d28e93580bf,0.0,0,4.53
a067fd4c-57bc-4142-9834-97726c40ec29,0.0,0,1.97
04e0fe69-dca1-4957-98e0-b360700817dc,0.0,0,4.93
13a9e253-c255-49f7-af37-492556f233a1,0.0,0,5.95
b0c6d470-6842-4376-982b-d8d4892874ef,0.0,0,3.84
564cfa73-f1b5-47cc-a3d3-d64d6b420221,1.0,1,71.35
80368450-673a-4f25-bc76-cb30fd5ff45e,0.0,0,3.7
db99839c-ab95-4008-8871-becd2a56421a,0.0,0,8.99
1a5ba069-c73b-47ef-86e3-5e575305b527,0.0,0,4.07
1b36fde5-e648-4dd3-8235-0f195899df74,0.0,0,5.17
9a1d63b5-a79f-4023-bcbd-d67b9dfd273f,1.0,1,69.16
8577edf0-edb6-4280-b716-b9373e411641,0.0,0,5.07
33652490-eaea-4283-bece-f08c023f7dfd,0.0,0,4.71
17df618b-9b16-49fd-8ea7-5b65a91810bb,0.0,0,3.05
573c55ac-da56-4ed5-996c-d11429d524b3,0.0,0,4.32
f22d4346-d0a1-4eb3-bd5c-e5d12c3c5614,0.0,0,3.4
249ea911-2e8e-49e2-a32c-3d2bd0030442,1.0,0,46.81
14cc770c-4e28-495b-941b-83423a594553,0.0,0,4.23
31788a8f-7ebc-44ea-a2af-cfc05135a8e2,0.0,0,3.87
34ff565c-d087-4f69-9233-e00930978f5e,0.0,0,6.05
15e33d39-aaa9-4a00-85e2-8cae4d95fc5f,0.0,0,3.83
9e72277f-eda8-428d-a346-817ee09da901,1.0,1,58.29
847ee3e3-4b86-4c57-b8a2-87c985781554,0.0,0,6.04
ca221dc9-7e77-4e4a-9882-9374daf59847,1.0,1,68.55
b400de9f-96ed-4f21-bb6b-2fe680ee146d,0.0,0,8.74
bf5ce559-4538-402f-810a-0ff1c9f7be5e,0.0,0,3.74
fc1a2cc1-6b03-4056-bb24-57a7b48c99ee,0.0,0,9.07
32f499b2-07a6-4cee-b2be-8729ec02c5e1,0.0,0,5.4
c07734f6-2a39-4e24-a1c3-829fe0a11f9e,0.0,0,2.41
50b8a558-1762-4fc3-b9a6-227b92e877be,0.0,0,4.07
f8f0e2e7-3a00-4557-b10b-885c2ce71a13,0.0,0,6.03
e5d1613f-b038-48f9-b331-ed42219a9998,0.0,1,55.87
7542ebb9-f9f2-42f9-a6b5-f235b7dfbb06,0.0,0,5.82
6f50bb94-7f9f-4209-b36b-2af6a7ba87db,1.0,1,81.75
56d0002e-b59f-4907-a19e-8b53df9dc9ce,0.0,0,9.18
5f7ce9d8-8967-4735-b8d8-7504bc75c5b5,0.0,0,4.88
78eeb546-7ce5-49b3-b045-854fc7a425e0,0.0,0,3.54
b70e976e-7b0d-4d83-bcf4-fde82737a2fa,0.0,0,4.27
9b083a47-0166-42ea-a408-9d4e8cc69289,0.0,0,3.22
f8348fba-4cfa-4c04-aef9-087b5b6b5b32,1.0,1,66.12
9c04dd3d-7317-46e0-9e4b-7b4073f14bab,0.0,0,3.65
5dfc46a5-a436-4089-9677-5941126f61fc,0.0,0,7.42
e24287fd-d17d-473b-b5d6-55de56737de0,0.0,0,4.01
f58625fd-3062-4604-979d-7bec3c2ab20f,0.0,0,2.86
819499e4-802d-472b-b980-5a973f28fa9c,1.0,1,69.91
29e096d6-f75e-4442-a06c-7efbb3d07d04,1.0,1,66.54
871c418f-fec1-4253-afb2-8675d2a488ef,0.0,0,2.79
a49452b6-f49c-4556-ae5b-c62e3e8efaec,0.0,0,4.7
ecf94569-06f3-4239-8623-78e4e5efd646,0.0,0,3.6
6e675bd4-a422-4cd5-b8d1-eedbc4028c05,0.0,0,3.05
b0b9564d-6a47-49e7-9ac7-7375e93bbffe,0.0,0,5.06
9b310bca-5b9b-454e-b4e2-2c5ebcb6676c,0.0,0,4.76
07c77e95-7bb5-4ba7-aa5a-653a3778c26c,0.0,0,4.49
703361b4-6956-497e-b177-90d46eb6c185,0.0,0,2.97
276ba748-3987-4145-909b-b29da7ce3c42,0.0,0,4.78
a73f86e7-c679-447f-9fda-eb7cec22a294,0.0,0,1.0
f0455b76-3d4d-46fd-aeb9-43347c72700b,0.0,0,3.63
f01617b9-79f8-4ca4-8e47-b2015a006228,0.0,0,2.13
facd30d4-ce4d-4667-b358-ca9c45b352e2,1.0,1,78.23
cfecff11-ce12-47b7-bea2-2787a786cfa0,1.0,1,50.94
28662661-2868-4a41-9496-7f870a315741,0.0,0,7.01
c0c10d67-7932-43a5-87f7-b3b294704196,0.0,0,4.9
a455df5b-24ba-4d08-b499-4ac3a1e92a0f,0.0,0,2.99
def0a99a-a006-41ce-8fb4-e3a6929d6672,0.0,0,4.99
b1fef071-8bb2-4472-a91c-824cf62a4fb3,0.0,0,3.27
01c1ad73-0523-4a61-90a2-efcb6783ede8,0.0,0,9.22
5a52bdb7-0dcb-4f1c-9660-d75ec453e237,0.0,0,1.44
fc29d83c-947b-40d5-990f-beb49172cf72,0.0,0,4.0
523ecc93-5fc7-40cc-9686-ba382a83bddb,0.0,0,7.93
e0e6dcd4-08c1-40b0-8b61-737f1ea1ba7e,0.0,0,3.33
e1553e07-4230-4d35-8967-ef05ca3b83f1,1.0,1,74.62
3e9c1577-abb2-4e07-9a83-9331f131f75e,0.0,0,3.47
6a7813d0-98d5-49ae-9e03-f851ea6859c2,0.0,0,3.94
0417df35-93c7-4be7-9fa8-1cd614eb3bf0,0.0,0,7.04
6b5ab63f-ccea-4adf-bd67-13fc010baef7,0.0,0,6.05
9de93c59-feef-4612-b54e-873ec6aa94f1,0.0,0,5.07
5b32984b-5eb0-4e86-a306-b5a1bc60124c,0.0,0,6.58
ee09dc3a-c429-4dff-9e55-5fe5bc753b8e,0.0,0,2.6
2fb3775b-148b-4c3a-b849-d6ee2e2fa61d,1.0,1,64.78
a6fce2ee-204e-49e3-85f6-b55a9459e3df,0.0,0,5.88
ea6f9e1c-b9e4-4416-977d-f1b6e3321f99,0.0,0,3.47
73b9aac7-ddd9-4c5f-a0e1-b761b8bd2390,0.0,0,5.78
1b15126d-d53d-408a-b68d-fddce52eb160,0.0,0,6.53
86adf8e6-9a17-4201-b24c-9cb768d3faa9,0.0,0,2.82
1c7d89c6-d202-4b24-bec4-4aff827188a4,0.0,0,4.26
5d412f75-5a9d-4cea-bf8f-b2120981b684,0.0,0,7.7
3017fdc8-d610-43c6-9816-87c3586938ff,1.0,1,54.32
2c5d9297-b390-4dc1-a95b-6a160e7df192,0.0,0,3.86
bea53843-313d-473a-afa6-c21665950ee8,0.0,0,6.57
c0ffcdf9-cb33-49d0-a922-65634719e6b7,0.0,0,3.62
049581f9-e040-470b-905f-267778902fc1,0.0,0,2.0
50ee48ab-84ec-4d5d-bca5-bafa54228c03,0.0,0,3.09
a960b38a-81bf-42da-af91-cafcdb2ec91e,0.0,0,2.96
1729fc3a-be3e-46ea-b3b3-c66c6a054eab,0.0,0,4.34
5adde038-bc43-4a5a-8511-dcf4c7ffa633,0.0,0,1.7
b2b2b8cd-09d6-427c-8619-3a133f05e3b9,0.0,0,3.56
6392b8ed-0c0b-42cc-8f2a-ef8ce699d780,0.0,0,4.63
86fef257-3d6d-4f03-93af-a6534e7b2c70,0.0,0,7.03
0a1c080b-f8d4-4bd5-9099-3fb5781e0234,0.0,0,4.13
5d825c0d-23d6-4483-be67-8aab32905268,1.0,1,69.84
78867e78-0513-4753-94ef-797d30ccd6d5,0.0,0,10.28
231cb12c-699c-45e8-bb2c-0043f3640ade,0.0,0,3.98
5bf39552-e586-47e1-bd7a-1786edf62196,0.0,0,4.21
d9303fc1-444a-49c0-b3ff-dfb5f9f90ec9,0.0,0,3.8
79556512-f029-4c29-82b7-f113a0c08205,1.0,1,66.14
a5db93f4-1f48-4f93-ba1b-48a88f0371c5,0.0,0,3.19
2570a7d1-0313-49a5-aaf3-6c452ef08daf,0.0,0,3.07
d43aff1a-0b2e-45c7-a825-4303d18905af,0.0,0,7.17
8d60cd0b-1a66-4b28-8a8a-4483d15fa1c7,0.0,0,8.06
650bc86b-5939-4462-bd06-5de0076f2795,0.0,0,3.31
c2e66d10-1d3e-4431-a9d2-2d2194f498f9,0.0,0,5.58
3b2e5f5f-c6b6-4e3b-9b65-a8103621a860,0.0,0,4.68
76c89fae-39d0-45e9-bd25-e0429435f84a,1.0,1,67.97
274583b0-8069-47de-a12c-94f41f425708,0.0,0,2.8
0db3e2f6-137f-4c96-9f76-a28e9792c32d,0.0,0,3.56
3b89bb26-69f5-461d-82a4-c7cf50256a98,1.0,0,43.89
f9b57bde-0108-4715-af7e-9cee3282712e,0.0,0,4.76
0c274fad-bf5f-4ad3-90d3-3a7b64d3b14c,1.0,0,18.03
89b34c7d-8007-4626-98b8-a3301078287e,0.0,0,6.22
d3251f25-c0da-4ded-bbcb-ca253bde9ad3,0.0,0,5.82
f5275624-b8eb-4c44-96cf-26b9d9b76b62,0.0,0,4.59
630797a0-6ad2-4c37-96f3-61401f90ff1b,0.0,0,8.98
596b8754-c9cd-4a97-b4f8-049181683f66,0.0,0,2.63
f62315c1-d3db-4112-9f25-7131098ce449,0.0,0,3.69
60342bb8-b9a5-4398-9ddc-e31a1d858f6e,0.0,0,3.21
a1e5820f-9aa8-4506-8be3-af2251a9f497,0.0,0,3.27
5a20365f-83f9-4cae-a368-d9e31f0eeda2,0.0,0,4.04
eb2ba836-cb60-4ac7-8f04-852377d98cd1,0.0,0,2.78
eee960bb-1437-46eb-8610-d60aace3434b,0.0,0,4.85
fc2929a4-0704-41ce-90f0-e82f7e2f5d37,0.0,0,1.69
b7e84446-170c-4110-92cd-cca2290cfa34,0.0,0,2.77
a02329d3-d257-431e-845c-cb99be33f7e0,0.0,0,4.83
923b5e45-cc99-431e-9d1d-88b9fdcf6288,0.0,0,3.94
f9443101-74d6-4f75-b6f2-f3824623a4d1,0.0,0,8.34
2b0e8120-f03b-4aea-9d40-591b7fc11c99,0.0,0,4.15
ea614a52-031c-43c3-a6ba-5de413801504,0.0,0,5.77
0dfdb42f-f30f-4a26-8663-4d9db4eca9b6,0.0,0,2.88
fc074135-b1c8-4e03-84f1-bd3a3aa04963,0.0,0,2.88
cace17a7-26e1-4e35-8c52-2faeef67055d,0.0,0,4.08
b09a4f2c-9924-4b8c-9938-d176e6d67256,0.0,0,4.6
42ec2aae-f224-46f9-9bcf-55c1b528eb01,0.0,0,4.76
0b788d84-4994-4296-adcc-d4b21849d95e,0.0,0,5.97
061aedf6-dcd2-4375-9225-b6deff060dd9,0.0,0,1.65
1268ae31-a36a-4456-9557-72c5ea21b8bb,1.0,1,87.59
b84cbe6d-53ae-4592-b08f-ddc7fcf3039b,0.0,0,2.95
97d3800f-e0f6-45ad-83bd-ed6c1e676fef,0.0,0,4.3
55283089-1fc0-4b64-8c65-241a36c073db,0.0,0,3.38
9ca3e4d7-7bcb-4b70-9f1a-21dc292cd7d0,0.0,0,8.45
8172fcc7-4f2c-4c03-a232-a1a88fb071a6,1.0,1,74.09
ad610c2c-4676-4bdf-b135-97eee4b16293,1.0,1,65.55
0a52aa1a-2661-49ab-87dc-60147cefe4c7,0.0,0,3.91
2c76617b-f2a5-4afd-934f-44e137a615cf,0.0,0,3.68
6aaed3b0-c065-4194-a5d1-7ad76cb2ab7a,0.0,0,3.37
3ccb9d3d-63e9-46ca-8aa7-6e3a7c12dbd9,0.0,0,6.11
aff80630-5a7a-43de-b124-4030c325649a,1.0,1,57.89
d7920270-a7b5-4792-b98e-354d5e5aae8a,0.0,0,4.41
c8f476ae-d896-4aa7-bae2-89d98d82e4ab,0.0,0,3.53
e7b8a997-4e5c-42db-b60b-06de4ca71955,1.0,0,46.53
d26fb1fb-d25b-4bff-bfdc-8f1deeab24f3,0.0,0,2.99
e25914b4-16fe-4504-b1ff-14413d3dfaaa,0.0,0,6.74
e5ac04d2-7e77-4754-b4da-9b4e0be9ae64,0.0,0,4.92
84292b17-d250-4ffb-895c-7a4ad32d0803,0.0,0,4.97
032fb5ad-f7f4-49c3-9b8c-7bda08137aed,0.0,0,3.74
c4dd9642-6408-47f2-953b-04d907f23590,0.0,0,8.41
6cd7553d-0008-4f6c-8ff3-a6baea3e7f71,0.0,0,4.96
1bff5ea6-b9fe-4896-a387-00b1d6c864f6,0.0,0,2.63
ea8cfbe1-bb5a-4c8e-8444-6ab329d898dc,0.0,0,2.12
1d95ab43-d90a-4b23-9ecc-240df900ccdf,1.0,1,73.28
d51045b7-a8dc-4950-95d1-e76ccefc3357,0.0,0,5.22
10ca225c-12cd-4ddc-9d3c-6879e40010c0,0.0,0,3.89
4e5e4edf-fdd7-42ee-b43f-3fbf34227efb,0.0,0,4.74
4bebe7fd-47d7-4f59-907f-1f75d746b2e1,1.0,1,56.39
e1eb603e-c26e-4dcc-a96a-b07ad8ae19f7,1.0,1,65.0
96b888d6-26ce-4c58-af5c-65b4fee8079e,0.0,0,4.78
348e8a83-8bcd-45ed-8ed4-53ef6c6f28c4,1.0,0,46.95
284ef877-8a3e-49ad-8040-c978fd243a03,0.0,0,4.2
bb63f699-a9ca-4fe8-9648-fce9c45796fa,0.0,0,4.71
ec449402-f3db-49f0-aeb4-e98a5e73dc62,0.0,0,3.49
17f6bb5b-4b7d-4a15-b3f1-58ef7bfcf85e,0.0,0,3.26
e9d4c3ee-aae5-4b97-9995-a06b49ec2055,0.0,0,15.35
8907430c-f413-45d0-a99d-2f055322266a,0.0,0,2.96
c1f898df-fcc7-42b9-aa25-75467a53cca5,0.0,0,4.13
f740fcb7-4034-4443-9056-bff656a009d9,0.0,0,3.81
12aa0118-ec37-4637-ad82-6bfcb4f94794,0.0,0,4.03
eab3f9f7-035d-4126-93bc-203f6cf8bb55,0.0,0,3.5
c61fb7e8-f26a-4855-99ab-78ac4013805c,0.0,0,5.27
5ad50b98-71b7-42cd-986e-affe7f304f8c,0.0,0,3.23
e27c40d0-088c-4233-8e18-b260debdca5c,1.0,1,60.47
521e82a8-0987-40b4-91c1-12da2c3bbc32,1.0,1,61.03
2b0515dd-acb2-4bc6-8620-e4a69fdbfdb4,0.0,0,9.7
fd40ae67-a5d8-46b6-b7ea-4834819f710c,0.0,0,5.98
76ad4803-fe37-4960-b4a2-1539ae17109d,0.0,0,7.26
02153e67-7188-4f22-aba9-d46967bf4377,1.0,1,68.74
eb4a5eb9-b2cd-4b37-9dcd-87848dd1ab93,0.0,0,3.96
36d5a4d1-dfdf-4c69-800d-60ffedeae9fb,0.0,0,3.82
f9d1af57-66f2-43ab-aca5-1f08b40ecb6f,0.0,0,6.03
faa389aa-c147-4183-b585-421cfd494fae,0.0,0,2.76
05e72552-a81f-432b-b644-aa1b3ae02c6a,0.0,0,7.21
0a8e032e-bce9-45a4-b7c5-aab81d9ff177,0.0,0,2.96
f6b61181-eced-48a2-8a82-4ff7ce41eeb4,0.0,0,1.94
9bfecc4a-2388-4b19-8be9-9c97327a77c0,0.0,0,5.32
9d13087c-23a3-40b0-ac29-88595ef4825a,0.0,0,3.73
55fe5c0f-ae77-41c4-bad4-a662bd512b3b,0.0,0,3.8
2ab1b72b-4e50-4917-b032-18e0717d28e5,1.0,1,66.34
8c9b5791-b6d3-4d64-aefb-60d5cb601595,0.0,0,5.83
8825397d-8819-4232-a8b5-5da3d3d2317d,0.0,0,3.48
c579cd22-ea31-4734-80c2-6360c752d4ca,0.0,0,4.13
db481541-583b-46aa-8181-4a335e415e10,0.0,0,11.42
bff1e1aa-5eb2-4548-89d3-64f15d2cb18a,0.0,0,5.03
53b0f85d-efb9-41e7-9492-04401a0d0d1b,1.0,1,68.12
ae31d8d4-caa3-46c6-9730-dd6db0339487,0.0,0,9.84
37e95d7e-9f3a-4902-9ef9-261fdab75685,1.0,1,77.55
d04a75cc-5ccd-494c-9d63-7bff87641159,0.0,1,57.2
e1ba9f50-cbc2-4bca-b8d9-15d180569b3e,0.0,0,4.6
