Transaction_ID,Risk_Score_0_100,Actual_Label,Action
376,17.19,0,BLOCK
377,87.63,1,BLOCK
378,16.77,0,BLOCK
379,14.41,0,ALLOW
380,10.63,0,ALLOW
381,6.16,0,ALLOW
382,15.29,0,ALLOW
383,82.07,1,BLOCK
384,10.96,0,ALLOW
385,3.15,0,ALLOW
386,13.34,0,ALLOW
387,87.94,1,BLOCK
388,18.96,0,BLOCK
389,4.67,0,ALLOW
390,11.92,0,ALLOW
391,41.25,0,BLOCK
392,90.65,1,BLOCK
393,4.06,0,ALLOW
394,77.84,1,BLOCK
395,10.85,0,ALLOW
396,89.24,1,BLOCK
397,12.36,0,ALLOW
398,16.92,0,BLOCK
399,9.23,0,ALLOW
400,16.43,0,ALLOW
401,14.6,0,ALLOW
402,13.18,0,ALLOW
403,11.54,0,ALLOW
404,8.22,0,ALLOW
405,2.04,0,ALLOW
406,34.42,1,BLOCK
407,15.82,0,ALLOW
408,13.17,0,ALLOW
409,12.85,0,ALLOW
410,9.64,0,ALLOW
411,3.75,0,ALLOW
412,11.82,0,ALLOW
413,11.25,0,ALLOW
414,7.84,0,ALLOW
415,7.57,0,ALLOW
416,17.87,0,BLOCK
417,4.58,0,ALLOW
418,4.56,0,ALLOW
419,16.16,0,ALLOW
420,15.81,0,ALLOW
421,8.57,0,ALLOW
422,4.21,0,ALLOW
423,10.49,0,ALLOW
424,2.23,0,ALLOW
425,3.43,0,ALLOW
426,16.53,0,ALLOW
427,91.39,1,BLOCK
428,18.03,0,BLOCK
429,16.75,0,BLOCK
430,80.06,1,BLOCK
431,6.39,0,ALLOW
432,12.12,0,ALLOW
433,16.0,0,ALLOW
434,77.12,1,BLOCK
435,2.26,0,ALLOW
436,1.76,0,ALLOW
437,11.95,0,ALLOW
438,87.96,1,BLOCK
439,4.47,0,ALLOW
440,14.16,0,ALLOW
441,7.52,0,ALLOW
442,13.82,0,ALLOW
443,10.86,0,ALLOW
444,5.17,0,ALLOW
445,79.5,1,BLOCK
446,13.03,0,ALLOW
447,15.26,0,ALLOW
448,88.16,1,BLOCK
449,87.35,1,BLOCK
450,2.38,0,ALLOW
451,4.65,0,ALLOW
452,91.01,1,BLOCK
453,3.42,0,ALLOW
454,16.92,0,BLOCK
455,14.21,0,ALLOW
456,10.41,0,ALLOW
457,81.59,1,BLOCK
458,18.61,0,BLOCK
459,19.11,0,BLOCK
460,4.0,0,ALLOW
461,16.19,0,ALLOW
462,95.75,1,BLOCK
463,11.65,0,ALLOW
464,10.46,0,ALLOW
465,75.44,1,BLOCK
466,91.57,1,BLOCK
467,11.46,0,ALLOW
468,8.65,0,ALLOW
469,17.45,0,BLOCK
470,2.14,0,ALLOW
471,2.78,0,ALLOW
472,13.46,0,ALLOW
473,3.84,0,ALLOW
474,15.43,1,ALLOW
475,15.68,0,ALLOW
476,8.06,0,ALLOW
477,5.4,0,ALLOW
478,17.93,1,BLOCK
479,8.32,0,ALLOW
480,88.4,1,BLOCK
481,4.42,0,ALLOW
482,4.49,0,ALLOW
483,15.16,0,ALLOW
484,14.51,0,ALLOW
485,83.23,1,BLOCK
486,4.32,0,ALLOW
487,4.04,0,ALLOW
488,11.69,0,ALLOW
489,12.95,0,ALLOW
490,15.77,0,ALLOW
491,13.67,0,ALLOW
492,2.65,0,ALLOW
493,91.42,1,BLOCK
494,4.24,0,ALLOW
495,90.36,1,BLOCK
496,11.84,0,ALLOW
497,17.43,0,BLOCK
498,16.2,0,ALLOW
499,2.02,0,ALLOW
500,9.38,0,ALLOW
501,14.68,0,ALLOW
502,14.09,0,ALLOW
503,35.65,0,BLOCK
504,18.71,1,BLOCK
505,16.19,0,ALLOW
506,12.05,0,ALLOW
507,8.73,0,ALLOW
508,91.59,1,BLOCK
509,18.93,0,BLOCK
510,13.01,0,ALLOW
511,19.07,0,BLOCK
512,18.74,0,BLOCK
513,9.33,0,ALLOW
514,11.96,0,ALLOW
515,23.75,1,BLOCK
516,14.15,0,ALLOW
517,4.67,0,ALLOW
518,14.21,0,ALLOW
519,15.11,0,ALLOW
520,11.39,0,ALLOW
521,22.05,0,BLOCK
522,1.34,0,ALLOW
523,14.02,0,ALLOW
524,13.63,0,ALLOW
525,18.54,0,BLOCK
526,18.24,0,BLOCK
527,2.13,0,ALLOW
528,4.55,0,ALLOW
529,10.27,0,ALLOW
530,10.47,0,ALLOW
531,85.9,1,BLOCK
532,13.79,0,ALLOW
533,87.55,1,BLOCK
534,7.12,0,ALLOW
535,93.68,1,BLOCK
536,3.03,1,ALLOW
537,15.97,0,ALLOW
538,12.0,0,ALLOW
539,17.69,0,BLOCK
540,82.59,1,BLOCK
541,21.74,0,BLOCK
542,15.9,0,ALLOW
543,11.96,0,ALLOW
544,5.71,0,ALLOW
545,95.61,1,BLOCK
546,14.54,0,ALLOW
547,17.37,0,BLOCK
548,17.07,0,BLOCK
549,16.65,0,BLOCK
550,16.27,0,ALLOW
551,17.42,0,BLOCK
552,92.09,1,BLOCK
553,3.36,0,ALLOW
554,13.1,0,ALLOW
555,89.77,1,BLOCK
556,10.54,0,ALLOW
557,14.47,0,ALLOW
558,72.44,1,BLOCK
559,16.36,0,ALLOW
560,16.76,0,BLOCK
561,48.72,0,BLOCK
562,86.08,1,BLOCK
563,3.48,0,ALLOW
564,6.52,0,ALLOW
565,9.64,0,ALLOW
566,10.53,0,ALLOW
567,3.42,0,ALLOW
568,8.55,0,ALLOW
569,19.33,1,BLOCK
570,14.21,0,ALLOW
571,15.32,0,ALLOW
572,13.37,0,ALLOW
573,4.82,0,ALLOW
574,10.99,0,ALLOW
575,9.11,0,ALLOW
576,12.42,0,ALLOW
577,92.06,1,BLOCK
578,11.27,0,ALLOW
579,7.12,0,ALLOW
580,5.44,0,ALLOW
581,92.06,1,BLOCK
582,13.27,0,ALLOW
583,92.12,1,BLOCK
584,4.49,0,ALLOW
585,3.04,0,ALLOW
586,4.18,0,ALLOW
587,11.85,0,ALLOW
588,14.39,0,ALLOW
589,10.53,0,ALLOW
590,16.03,0,ALLOW
591,3.34,0,ALLOW
592,9.78,0,ALLOW
593,10.56,0,ALLOW
594,12.94,0,ALLOW
595,16.92,0,BLOCK
596,16.01,0,ALLOW
597,18.51,0,BLOCK
598,9.26,0,ALLOW
599,84.71,1,BLOCK
600,7.35,0,ALLOW
601,11.2,0,ALLOW
602,2.12,0,ALLOW
603,92.51,1,BLOCK
604,14.12,0,ALLOW
605,11.22,0,ALLOW
606,12.75,0,ALLOW
607,97.23,1,BLOCK
608,1.91,0,ALLOW
609,3.46,0,ALLOW
610,15.47,0,ALLOW
611,5.94,0,ALLOW
612,5.91,0,ALLOW
613,10.94,0,ALLOW
614,94.48,1,BLOCK
615,87.95,1,BLOCK
616,14.62,0,ALLOW
617,4.68,0,ALLOW
618,17.06,0,BLOCK
619,85.15,1,BLOCK
620,95.11,1,BLOCK
621,2.53,1,ALLOW
622,89.96,1,BLOCK
623,9.18,0,ALLOW
624,18.48,1,BLOCK
625,5.74,0,ALLOW
626,5.38,0,ALLOW
627,18.61,0,BLOCK
628,7.85,1,ALLOW
629,16.16,0,ALLOW
630,9.88,0,ALLOW
631,6.91,0,ALLOW
632,16.7,0,BLOCK
633,14.25,0,ALLOW
634,10.46,0,ALLOW
635,11.6,0,ALLOW
636,6.34,0,ALLOW
637,11.26,0,ALLOW
638,93.85,1,BLOCK
639,4.56,0,ALLOW
640,18.4,0,BLOCK
641,13.02,0,ALLOW
642,11.15,0,ALLOW
643,5.15,0,ALLOW
644,15.41,0,ALLOW
645,6.81,0,ALLOW
646,14.9,0,ALLOW
647,11.05,1,ALLOW
648,7.72,0,ALLOW
649,76.64,1,BLOCK
650,11.31,0,ALLOW
651,9.84,0,ALLOW
652,13.34,0,ALLOW
653,6.23,0,ALLOW
654,90.27,1,BLOCK
655,8.65,1,ALLOW
656,4.43,0,ALLOW
657,2.96,0,ALLOW
658,3.95,0,ALLOW
659,6.9,0,ALLOW
660,5.3,0,ALLOW
661,0.78,0,ALLOW
662,2.87,0,ALLOW
663,16.17,0,ALLOW
664,3.02,0,ALLOW
665,12.59,0,ALLOW
666,15.22,0,ALLOW
667,3.53,0,ALLOW
668,12.92,0,ALLOW
669,4.63,0,ALLOW
670,4.43,0,ALLOW
671,82.01,1,BLOCK
672,14.16,0,ALLOW
673,18.57,0,BLOCK
674,11.72,0,ALLOW
675,14.63,0,ALLOW
676,77.45,1,BLOCK
677,7.75,1,ALLOW
678,2.16,0,ALLOW
679,18.41,0,BLOCK
680,17.91,0,BLOCK
681,9.64,0,ALLOW
682,12.51,0,ALLOW
683,17.9,0,BLOCK
684,13.0,0,ALLOW
685,12.74,0,ALLOW
686,2.72,0,ALLOW
687,3.18,0,ALLOW
688,79.13,1,BLOCK
689,87.76,1,BLOCK
690,8.89,1,ALLOW
691,5.66,0,ALLOW
692,3.65,0,ALLOW
693,18.12,0,BLOCK
694,10.28,0,ALLOW
695,11.07,1,ALLOW
696,8.56,0,ALLOW
697,73.5,1,BLOCK
698,89.35,1,BLOCK
699,8.28,0,ALLOW
700,6.94,0,ALLOW
701,5.6,0,ALLOW
702,3.31,0,ALLOW
703,13.2,0,ALLOW
704,59.01,0,BLOCK
705,2.43,0,ALLOW
706,17.78,0,BLOCK
707,13.92,0,ALLOW
708,5.16,0,ALLOW
709,12.08,0,ALLOW
710,89.37,1,BLOCK
711,2.07,0,ALLOW
712,89.42,1,BLOCK
713,16.77,1,BLOCK
714,13.44,0,ALLOW
715,19.13,0,BLOCK
716,28.49,0,BLOCK
717,9.39,0,ALLOW
718,3.32,0,ALLOW
719,4.59,0,ALLOW
720,3.04,0,ALLOW
721,9.65,0,ALLOW
722,17.15,0,BLOCK
723,17.28,0,BLOCK
724,9.32,0,ALLOW
725,14.71,0,ALLOW
726,4.65,0,ALLOW
727,17.87,0,BLOCK
728,88.71,1,BLOCK
729,84.12,1,BLOCK
730,13.06,1,ALLOW
731,83.0,1,BLOCK
732,14.11,0,ALLOW
733,23.07,0,BLOCK
734,90.44,1,BLOCK
735,15.0,0,ALLOW
736,11.37,0,ALLOW
737,11.49,0,ALLOW
738,10.37,0,ALLOW
739,11.69,0,ALLOW
740,3.8,0,ALLOW
741,11.7,0,ALLOW
742,12.03,0,ALLOW
743,89.68,1,BLOCK
744,13.04,0,ALLOW
745,12.86,0,ALLOW
746,3.54,0,ALLOW
747,96.33,1,BLOCK
748,16.44,0,ALLOW
749,3.43,0,ALLOW
750,14.58,0,ALLOW
751,5.46,0,ALLOW
752,14.91,0,ALLOW
753,13.77,0,ALLOW
754,15.35,0,ALLOW
755,6.83,0,ALLOW
756,4.72,0,ALLOW
757,14.73,0,ALLOW
758,11.36,0,ALLOW
759,3.76,0,ALLOW
760,9.03,0,ALLOW
761,6.5,0,ALLOW
762,5.39,0,ALLOW
763,11.97,0,ALLOW
764,15.11,0,ALLOW
765,10.55,0,ALLOW
766,7.04,0,ALLOW
767,10.31,0,ALLOW
768,3.91,0,ALLOW
769,18.68,0,BLOCK
770,8.89,0,ALLOW
771,12.46,0,ALLOW
772,8.76,0,ALLOW
773,3.09,0,ALLOW
774,92.57,1,BLOCK
775,4.29,0,ALLOW
776,13.44,0,ALLOW
777,4.48,0,ALLOW
778,4.16,0,ALLOW
779,12.46,0,ALLOW
780,7.72,0,ALLOW
781,10.26,0,ALLOW
782,15.45,0,ALLOW
783,2.72,0,ALLOW
784,15.69,0,ALLOW
785,11.82,0,ALLOW
786,7.8,0,ALLOW
787,3.01,0,ALLOW
788,9.88,0,ALLOW
789,4.19,0,ALLOW
790,9.51,0,ALLOW
791,16.21,0,ALLOW
792,34.69,1,BLOCK
793,4.86,0,ALLOW
794,15.29,0,ALLOW
795,42.21,0,BLOCK
796,6.84,0,ALLOW
797,14.64,0,ALLOW
798,46.96,0,BLOCK
799,10.75,0,ALLOW
800,87.21,1,BLOCK
801,15.67,0,ALLOW
802,89.81,1,BLOCK
803,13.09,0,ALLOW
804,17.41,0,BLOCK
805,4.31,0,ALLOW
806,17.39,0,BLOCK
807,77.29,1,BLOCK
808,9.18,0,ALLOW
809,9.93,0,ALLOW
810,3.14,0,ALLOW
811,10.64,0,ALLOW
812,5.07,0,ALLOW
813,15.65,0,ALLOW
814,6.09,0,ALLOW
815,26.11,1,BLOCK
816,4.74,0,ALLOW
817,33.54,1,BLOCK
818,15.03,0,ALLOW
819,13.04,1,ALLOW
820,5.23,0,ALLOW
821,92.17,1,BLOCK
822,78.24,1,BLOCK
823,12.07,0,ALLOW
824,11.67,0,ALLOW
825,92.32,1,BLOCK
826,4.05,0,ALLOW
827,12.21,0,ALLOW
828,3.76,0,ALLOW
829,3.86,0,ALLOW
830,5.18,0,ALLOW
831,4.19,0,ALLOW
832,10.63,0,ALLOW
833,2.95,0,ALLOW
834,79.33,1,BLOCK
835,19.96,0,BLOCK
836,90.07,1,BLOCK
837,10.92,0,ALLOW
838,2.88,0,ALLOW
839,3.12,0,ALLOW
840,12.3,1,ALLOW
841,12.33,1,ALLOW
842,6.72,1,ALLOW
843,88.08,1,BLOCK
844,1.98,0,ALLOW
845,90.98,1,BLOCK
846,3.98,0,ALLOW
847,5.72,0,ALLOW
848,18.5,0,BLOCK
849,16.59,0,BLOCK
850,5.19,0,ALLOW
851,15.34,0,ALLOW
852,10.7,0,ALLOW
853,16.82,0,BLOCK
854,90.75,1,BLOCK
855,14.81,0,ALLOW
856,15.5,0,ALLOW
857,5.01,0,ALLOW
858,15.17,0,ALLOW
859,4.61,0,ALLOW
860,14.65,0,ALLOW
861,8.91,0,ALLOW
862,13.8,0,ALLOW
863,7.22,0,ALLOW
864,1.95,0,ALLOW
865,6.35,1,ALLOW
866,18.68,0,BLOCK
867,83.73,1,BLOCK
868,2.64,0,ALLOW
869,14.48,0,ALLOW
870,2.57,0,ALLOW
871,15.1,0,ALLOW
872,3.43,0,ALLOW
873,11.76,0,ALLOW
874,9.79,0,ALLOW
875,4.15,0,ALLOW
876,21.32,0,BLOCK
877,15.21,0,ALLOW
878,10.65,1,ALLOW
879,15.75,0,ALLOW
880,10.47,0,ALLOW
881,18.31,0,BLOCK
882,14.15,0,ALLOW
883,8.53,0,ALLOW
884,11.6,0,ALLOW
885,12.72,0,ALLOW
886,6.66,0,ALLOW
887,17.55,0,BLOCK
888,40.93,0,BLOCK
889,67.5,0,BLOCK
890,5.69,0,ALLOW
891,8.4,0,ALLOW
892,12.21,0,ALLOW
893,3.95,0,ALLOW
894,2.76,0,ALLOW
895,17.13,0,BLOCK
896,13.38,1,ALLOW
897,2.78,0,ALLOW
898,3.58,0,ALLOW
899,7.62,0,ALLOW
900,20.96,0,BLOCK
901,2.45,0,ALLOW
902,3.01,0,ALLOW
903,3.38,0,ALLOW
904,16.0,0,ALLOW
905,9.31,0,ALLOW
906,2.91,0,ALLOW
907,5.72,1,ALLOW
908,4.55,0,ALLOW
909,4.91,0,ALLOW
910,8.37,0,ALLOW
911,79.67,1,BLOCK
912,2.19,1,ALLOW
913,10.85,0,ALLOW
914,16.62,0,BLOCK
915,14.87,0,ALLOW
916,4.19,0,ALLOW
917,3.07,0,ALLOW
918,2.18,0,ALLOW
919,19.49,0,BLOCK
920,15.17,0,ALLOW
921,7.82,0,ALLOW
922,7.22,0,ALLOW
923,10.06,0,ALLOW
924,5.6,0,ALLOW
925,5.25,0,ALLOW
926,2.85,0,ALLOW
927,6.58,0,ALLOW
928,3.72,0,ALLOW
929,12.01,0,ALLOW
930,2.23,0,ALLOW
931,1.78,0,ALLOW
932,15.4,0,ALLOW
933,71.42,1,BLOCK
934,4.31,0,ALLOW
935,16.51,0,ALLOW
936,7.17,0,ALLOW
937,3.31,0,ALLOW
938,1.08,0,ALLOW
939,12.79,0,ALLOW
940,7.55,0,ALLOW
941,7.33,0,ALLOW
942,92.94,1,BLOCK
943,1.39,0,ALLOW
944,86.38,1,BLOCK
945,2.82,0,ALLOW
946,6.54,0,ALLOW
947,9.22,0,ALLOW
948,88.9,1,BLOCK
949,21.57,0,BLOCK
950,91.2,1,BLOCK
951,11.68,0,ALLOW
952,4.93,0,ALLOW
953,4.27,0,ALLOW
954,17.91,0,BLOCK
955,28.35,1,BLOCK
956,8.49,0,ALLOW
957,3.0,0,ALLOW
958,11.22,0,ALLOW
959,14.18,0,ALLOW
960,2.18,0,ALLOW
961,8.36,0,ALLOW
962,16.11,0,ALLOW
963,6.47,0,ALLOW
964,1.34,0,ALLOW
965,17.62,0,BLOCK
966,9.96,0,ALLOW
967,4.27,0,ALLOW
968,95.5,1,BLOCK
969,4.28,0,ALLOW
970,89.94,1,BLOCK
971,86.91,1,BLOCK
972,7.93,0,ALLOW
973,11.28,0,ALLOW
974,8.96,0,ALLOW
975,4.0,0,ALLOW
976,9.12,0,ALLOW
977,12.69,0,ALLOW
978,48.16,0,BLOCK
979,2.77,0,ALLOW
980,3.05,0,ALLOW
981,88.57,1,BLOCK
982,10.81,0,ALLOW
983,12.88,0,ALLOW
984,32.83,0,BLOCK
985,12.99,0,ALLOW
986,9.35,1,ALLOW
987,3.99,0,ALLOW
988,3.49,0,ALLOW
989,14.84,0,ALLOW
990,4.28,0,ALLOW
991,1.71,0,ALLOW
992,6.47,0,ALLOW
993,5.22,1,ALLOW
994,11.65,0,ALLOW
