Transaction_ID,Risk_Score_0_100,Actual_Label,Action
277,14.87,0,BLOCK
278,11.07,1,BLOCK
279,6.23,0,BLOCK
280,4.0,0,BLOCK
281,20.48,0,BLOCK
282,12.4,0,BLOCK
283,16.45,0,BLOCK
284,17.96,0,BLOCK
285,18.75,0,BLOCK
286,25.14,0,BLOCK
287,11.12,0,BLOCK
288,16.69,0,BLOCK
289,24.74,0,BLOCK
290,19.27,0,BLOCK
291,15.63,0,BLOCK
292,28.65,0,BLOCK
293,21.06,0,BLOCK
294,23.07,0,BLOCK
295,1.69,0,ALLOW
296,19.8,0,BLOCK
297,10.5,0,BLOCK
298,18.32,0,BLOCK
299,16.56,0,BLOCK
300,22.4,0,BLOCK
301,23.87,0,BLOCK
302,18.49,0,BLOCK
303,5.59,0,BLOCK
304,3.61,1,BLOCK
305,10.93,0,BLOCK
306,2.09,0,ALLOW
307,18.57,0,BLOCK
308,4.36,0,BLOCK
309,5.47,1,BLOCK
310,1.31,1,ALLOW
311,24.18,0,BLOCK
312,14.01,0,BLOCK
313,20.71,0,BLOCK
314,15.53,0,BLOCK
315,2.4,1,ALLOW
316,19.44,0,BLOCK
317,17.21,0,BLOCK
318,2.69,1,ALLOW
319,14.99,0,BLOCK
320,29.76,0,BLOCK
321,9.57,0,BLOCK
322,21.7,0,BLOCK
323,24.74,0,BLOCK
324,4.8,0,BLOCK
325,21.56,0,BLOCK
326,8.49,0,BLOCK
327,15.68,0,BLOCK
328,2.07,1,ALLOW
329,2.45,0,ALLOW
330,17.57,0,BLOCK
331,14.62,0,BLOCK
332,9.46,1,BLOCK
333,1.6,1,ALLOW
334,19.29,0,BLOCK
335,31.22,1,BLOCK
336,23.94,0,BLOCK
337,13.47,0,BLOCK
338,19.55,0,BLOCK
339,14.23,0,BLOCK
340,4.65,0,BLOCK
341,18.09,0,BLOCK
342,20.45,0,BLOCK
343,28.03,0,BLOCK
344,17.39,0,BLOCK
345,21.77,0,BLOCK
346,4.9,0,BLOCK
347,23.38,0,BLOCK
348,5.56,1,BLOCK
349,3.6,1,BLOCK
350,23.55,0,BLOCK
351,3.44,0,ALLOW
352,16.41,0,BLOCK
353,5.45,1,BLOCK
354,2.84,0,ALLOW
355,17.1,0,BLOCK
356,4.4,0,BLOCK
357,14.39,0,BLOCK
358,18.22,0,BLOCK
359,17.42,0,BLOCK
360,16.7,0,BLOCK
361,21.07,0,BLOCK
362,21.0,0,BLOCK
363,19.3,0,BLOCK
364,3.87,1,BLOCK
365,27.21,0,BLOCK
366,10.38,0,BLOCK
367,20.97,0,BLOCK
368,6.28,0,BLOCK
369,22.44,0,BLOCK
370,1.12,1,ALLOW
371,19.3,0,BLOCK
372,8.01,1,BLOCK
373,6.52,0,BLOCK
374,22.94,0,BLOCK
375,21.35,0,BLOCK
376,27.64,0,BLOCK
377,21.34,1,BLOCK
378,21.99,0,BLOCK
379,19.5,0,BLOCK
380,14.32,0,BLOCK
381,6.29,0,BLOCK
382,20.62,0,BLOCK
383,3.89,1,BLOCK
384,20.56,0,BLOCK
385,3.29,0,ALLOW
386,19.86,0,BLOCK
387,10.08,1,BLOCK
388,20.09,0,BLOCK
389,7.67,0,BLOCK
390,15.85,0,BLOCK
391,1.96,0,ALLOW
392,5.05,1,BLOCK
393,3.55,0,BLOCK
394,1.05,1,ALLOW
395,17.32,0,BLOCK
396,1.35,1,ALLOW
397,21.23,0,BLOCK
398,23.49,0,BLOCK
399,13.39,0,BLOCK
400,27.2,0,BLOCK
401,26.26,0,BLOCK
402,17.12,0,BLOCK
403,18.26,0,BLOCK
404,14.91,0,BLOCK
405,2.37,0,ALLOW
406,15.11,1,BLOCK
407,20.45,0,BLOCK
408,23.54,0,BLOCK
409,17.56,0,BLOCK
410,18.16,0,BLOCK
411,3.21,0,ALLOW
412,18.65,0,BLOCK
413,17.53,0,BLOCK
414,10.34,0,BLOCK
415,12.38,0,BLOCK
416,22.42,0,BLOCK
417,5.05,0,BLOCK
418,6.78,0,BLOCK
419,26.65,0,BLOCK
420,19.01,0,BLOCK
421,11.88,0,BLOCK
422,3.62,0,BLOCK
423,19.24,0,BLOCK
424,2.06,0,ALLOW
425,2.75,0,ALLOW
426,26.29,0,BLOCK
427,0.5,1,ALLOW
428,27.29,0,BLOCK
429,27.53,0,BLOCK
430,1.73,1,ALLOW
431,11.18,0,BLOCK
432,19.13,0,BLOCK
433,34.27,0,BLOCK
434,18.86,1,BLOCK
435,1.43,0,ALLOW
436,2.14,0,ALLOW
437,16.09,0,BLOCK
438,2.27,1,ALLOW
439,3.67,0,BLOCK
440,22.71,0,BLOCK
441,11.14,0,BLOCK
442,17.99,0,BLOCK
443,15.73,0,BLOCK
444,4.72,0,BLOCK
445,4.63,1,BLOCK
446,21.02,0,BLOCK
447,21.98,0,BLOCK
448,2.16,1,ALLOW
449,2.54,1,ALLOW
450,2.4,0,ALLOW
451,4.51,0,BLOCK
452,6.44,1,BLOCK
453,3.4,0,ALLOW
454,21.39,0,BLOCK
455,18.79,0,BLOCK
456,13.15,0,BLOCK
457,3.79,1,BLOCK
458,26.8,0,BLOCK
459,27.71,0,BLOCK
460,3.91,0,BLOCK
461,28.29,0,BLOCK
462,1.64,1,ALLOW
463,20.04,0,BLOCK
464,15.21,0,BLOCK
465,1.48,1,ALLOW
466,1.59,1,ALLOW
467,20.3,0,BLOCK
468,10.17,0,BLOCK
469,24.16,0,BLOCK
470,2.73,0,ALLOW
471,2.49,0,ALLOW
472,24.18,0,BLOCK
473,4.08,0,BLOCK
474,9.49,1,BLOCK
475,25.68,0,BLOCK
476,12.33,0,BLOCK
477,9.35,0,BLOCK
478,11.53,1,BLOCK
479,13.35,0,BLOCK
480,1.24,1,ALLOW
481,6.64,0,BLOCK
482,3.68,0,BLOCK
483,23.61,0,BLOCK
484,17.35,0,BLOCK
485,2.07,1,ALLOW
486,3.45,0,ALLOW
487,4.14,0,BLOCK
488,14.78,0,BLOCK
489,24.49,0,BLOCK
490,23.55,0,BLOCK
491,19.88,0,BLOCK
492,3.2,0,ALLOW
493,3.59,1,BLOCK
494,4.75,0,BLOCK
495,1.67,1,ALLOW
496,16.56,0,BLOCK
497,25.6,0,BLOCK
498,23.81,0,BLOCK
499,3.31,0,ALLOW
500,13.88,0,BLOCK
501,18.77,0,BLOCK
502,21.87,0,BLOCK
503,5.96,0,BLOCK
504,2.9,1,ALLOW
505,22.37,0,BLOCK
506,18.05,0,BLOCK
507,16.92,0,BLOCK
508,1.32,1,ALLOW
509,20.57,0,BLOCK
510,15.37,0,BLOCK
511,27.08,0,BLOCK
512,21.2,0,BLOCK
513,13.09,0,BLOCK
514,14.25,0,BLOCK
515,11.88,1,BLOCK
516,19.52,0,BLOCK
517,4.26,0,BLOCK
518,19.41,0,BLOCK
519,20.44,0,BLOCK
520,23.36,0,BLOCK
521,34.77,0,BLOCK
522,1.79,0,ALLOW
523,20.94,0,BLOCK
524,24.94,0,BLOCK
525,31.8,0,BLOCK
526,22.49,0,BLOCK
527,1.68,0,ALLOW
528,4.55,0,BLOCK
529,19.87,0,BLOCK
530,15.85,0,BLOCK
531,2.29,1,ALLOW
532,23.18,0,BLOCK
533,6.21,1,BLOCK
534,10.57,0,BLOCK
535,0.93,1,ALLOW
536,2.57,1,ALLOW
537,26.85,0,BLOCK
538,12.32,0,BLOCK
539,22.34,0,BLOCK
540,2.12,1,ALLOW
541,24.22,0,BLOCK
542,16.94,0,BLOCK
543,22.28,0,BLOCK
544,7.26,0,BLOCK
545,1.92,1,ALLOW
546,24.26,0,BLOCK
547,21.76,0,BLOCK
548,24.81,0,BLOCK
549,24.16,0,BLOCK
550,20.0,0,BLOCK
551,18.32,0,BLOCK
552,2.64,1,ALLOW
553,3.77,0,BLOCK
554,22.06,0,BLOCK
555,2.9,1,ALLOW
556,13.98,0,BLOCK
557,23.26,0,BLOCK
558,19.67,1,BLOCK
559,21.12,0,BLOCK
560,19.65,0,BLOCK
561,1.96,0,ALLOW
562,2.67,1,ALLOW
563,3.78,0,BLOCK
564,10.31,0,BLOCK
565,14.79,0,BLOCK
566,18.19,0,BLOCK
567,2.77,0,ALLOW
568,13.14,0,BLOCK
569,15.2,1,BLOCK
570,22.27,0,BLOCK
571,24.96,0,BLOCK
572,19.9,0,BLOCK
573,5.83,0,BLOCK
574,13.67,0,BLOCK
575,12.23,0,BLOCK
576,17.4,0,BLOCK
577,2.82,1,ALLOW
578,18.52,0,BLOCK
579,11.76,0,BLOCK
580,5.76,0,BLOCK
581,2.07,1,ALLOW
582,18.72,0,BLOCK
583,2.89,1,ALLOW
584,4.91,0,BLOCK
585,4.93,0,BLOCK
586,3.88,0,BLOCK
587,16.84,0,BLOCK
588,16.65,0,BLOCK
589,16.69,0,BLOCK
590,18.09,0,BLOCK
591,3.2,0,ALLOW
592,17.52,0,BLOCK
593,16.01,0,BLOCK
594,24.72,0,BLOCK
595,23.56,0,BLOCK
596,28.19,0,BLOCK
597,28.06,0,BLOCK
598,14.05,0,BLOCK
599,4.23,1,BLOCK
600,9.22,0,BLOCK
601,16.05,0,BLOCK
602,3.18,0,ALLOW
603,3.62,1,BLOCK
604,26.76,0,BLOCK
605,16.72,0,BLOCK
606,23.69,0,BLOCK
607,2.58,1,ALLOW
608,2.63,0,ALLOW
609,2.91,0,ALLOW
610,25.42,0,BLOCK
611,5.75,0,BLOCK
612,8.99,0,BLOCK
613,17.52,0,BLOCK
614,2.17,1,ALLOW
615,1.92,1,ALLOW
616,17.33,0,BLOCK
617,5.18,0,BLOCK
618,23.65,0,BLOCK
619,1.73,1,ALLOW
620,1.17,1,ALLOW
621,3.82,1,BLOCK
622,4.21,1,BLOCK
623,14.88,0,BLOCK
624,19.47,1,BLOCK
625,4.39,0,BLOCK
626,4.79,0,BLOCK
627,21.82,0,BLOCK
628,14.31,1,BLOCK
629,19.61,0,BLOCK
630,14.95,0,BLOCK
631,9.01,0,BLOCK
632,22.31,0,BLOCK
633,16.51,0,BLOCK
634,17.38,0,BLOCK
635,20.19,0,BLOCK
636,5.52,0,BLOCK
637,18.48,0,BLOCK
638,1.64,1,ALLOW
639,4.22,0,BLOCK
640,24.47,0,BLOCK
641,20.06,0,BLOCK
642,15.74,0,BLOCK
643,5.2,0,BLOCK
644,18.29,0,BLOCK
645,14.25,0,BLOCK
646,22.71,0,BLOCK
647,9.64,1,BLOCK
648,14.69,0,BLOCK
649,2.28,1,ALLOW
650,12.96,0,BLOCK
651,17.25,0,BLOCK
652,18.68,0,BLOCK
653,7.62,0,BLOCK
654,1.63,1,ALLOW
655,9.18,1,BLOCK
656,4.06,0,BLOCK
657,2.63,0,ALLOW
658,4.32,0,BLOCK
659,10.14,0,BLOCK
660,5.86,0,BLOCK
661,1.89,0,ALLOW
662,2.9,0,ALLOW
663,25.97,0,BLOCK
664,4.18,0,BLOCK
665,22.84,0,BLOCK
666,19.95,0,BLOCK
667,4.19,0,BLOCK
668,18.03,0,BLOCK
669,5.72,0,BLOCK
670,5.39,0,BLOCK
671,3.0,1,ALLOW
672,16.83,0,BLOCK
673,27.04,0,BLOCK
674,17.62,0,BLOCK
675,25.93,0,BLOCK
676,1.53,1,ALLOW
677,9.64,1,BLOCK
678,1.89,0,ALLOW
679,22.81,0,BLOCK
680,24.54,0,BLOCK
681,17.47,0,BLOCK
682,22.64,0,BLOCK
683,24.59,0,BLOCK
684,24.22,0,BLOCK
685,14.41,0,BLOCK
686,4.06,0,BLOCK
687,2.99,0,ALLOW
688,2.09,1,ALLOW
689,2.01,1,ALLOW
690,9.51,1,BLOCK
691,6.21,0,BLOCK
692,4.89,0,BLOCK
693,24.58,0,BLOCK
694,14.47,0,BLOCK
695,8.25,1,BLOCK
696,13.42,0,BLOCK
697,2.35,1,ALLOW
698,7.11,1,BLOCK
699,14.13,0,BLOCK
700,8.46,0,BLOCK
701,8.09,0,BLOCK
702,4.05,0,BLOCK
703,23.23,0,BLOCK
704,7.93,0,BLOCK
705,2.57,0,ALLOW
706,19.64,0,BLOCK
707,21.34,0,BLOCK
708,5.96,0,BLOCK
709,18.21,0,BLOCK
710,6.34,1,BLOCK
711,3.72,0,BLOCK
712,2.36,1,ALLOW
713,2.58,1,ALLOW
714,25.07,0,BLOCK
715,26.25,0,BLOCK
716,5.37,0,BLOCK
717,15.55,0,BLOCK
718,3.53,0,BLOCK
719,6.14,0,BLOCK
720,3.18,0,ALLOW
721,12.19,0,BLOCK
722,29.4,0,BLOCK
723,19.05,0,BLOCK
724,16.93,0,BLOCK
725,23.1,0,BLOCK
726,5.09,0,BLOCK
727,27.44,0,BLOCK
728,1.91,1,ALLOW
729,1.64,1,ALLOW
730,10.61,1,BLOCK
731,11.53,1,BLOCK
732,25.7,0,BLOCK
733,20.12,0,BLOCK
734,3.14,1,ALLOW
735,19.47,0,BLOCK
736,17.09,0,BLOCK
737,19.71,0,BLOCK
738,16.69,0,BLOCK
739,15.38,0,BLOCK
740,3.61,0,BLOCK
741,16.04,0,BLOCK
742,14.55,0,BLOCK
743,1.68,1,ALLOW
744,17.71,0,BLOCK
745,19.8,0,BLOCK
746,3.86,0,BLOCK
747,2.47,1,ALLOW
748,22.29,0,BLOCK
749,3.53,0,BLOCK
750,21.15,0,BLOCK
751,4.95,0,BLOCK
752,21.9,0,BLOCK
753,16.21,0,BLOCK
754,21.58,0,BLOCK
755,6.84,0,BLOCK
756,3.68,0,BLOCK
757,24.05,0,BLOCK
758,16.85,0,BLOCK
759,4.65,0,BLOCK
760,12.19,0,BLOCK
761,7.69,0,BLOCK
762,6.31,0,BLOCK
763,24.04,0,BLOCK
764,21.49,0,BLOCK
765,14.46,0,BLOCK
766,6.51,0,BLOCK
767,19.04,0,BLOCK
768,4.43,0,BLOCK
769,30.95,0,BLOCK
770,13.34,0,BLOCK
771,24.77,0,BLOCK
772,13.65,0,BLOCK
773,3.49,0,ALLOW
774,2.69,1,ALLOW
775,4.59,0,BLOCK
776,16.57,0,BLOCK
777,4.26,0,BLOCK
778,3.87,0,BLOCK
779,17.67,0,BLOCK
780,7.61,0,BLOCK
781,13.18,0,BLOCK
782,24.37,0,BLOCK
783,3.72,0,BLOCK
784,23.05,0,BLOCK
785,14.54,0,BLOCK
786,10.2,0,BLOCK
787,2.93,0,ALLOW
788,10.16,0,BLOCK
789,4.2,0,BLOCK
790,17.71,0,BLOCK
791,23.74,0,BLOCK
792,3.3,1,ALLOW
793,4.84,0,BLOCK
794,25.51,0,BLOCK
795,1.95,0,ALLOW
796,10.38,0,BLOCK
797,20.18,0,BLOCK
798,2.66,0,ALLOW
799,16.9,0,BLOCK
800,1.46,1,ALLOW
801,21.87,0,BLOCK
802,3.69,1,BLOCK
803,21.16,0,BLOCK
804,27.91,0,BLOCK
805,3.09,0,ALLOW
806,29.92,0,BLOCK
807,1.59,1,ALLOW
808,14.64,0,BLOCK
809,15.09,0,BLOCK
810,4.14,0,BLOCK
811,16.61,0,BLOCK
812,5.24,0,BLOCK
813,22.41,0,BLOCK
814,5.59,0,BLOCK
815,2.13,1,ALLOW
816,5.64,0,BLOCK
817,2.13,1,ALLOW
818,19.36,0,BLOCK
819,8.5,1,BLOCK
820,4.95,0,BLOCK
821,2.34,1,ALLOW
822,0.84,1,ALLOW
823,20.32,0,BLOCK
824,17.16,0,BLOCK
825,3.51,1,BLOCK
826,5.75,0,BLOCK
827,17.1,0,BLOCK
828,4.15,0,BLOCK
829,5.71,0,BLOCK
830,5.69,0,BLOCK
831,3.91,0,BLOCK
832,16.14,0,BLOCK
833,2.23,0,ALLOW
834,2.87,1,ALLOW
835,25.54,0,BLOCK
836,1.26,1,ALLOW
837,16.91,0,BLOCK
838,4.19,0,BLOCK
839,2.8,0,ALLOW
840,12.72,1,BLOCK
841,16.45,1,BLOCK
842,10.32,1,BLOCK
843,1.29,1,ALLOW
844,3.15,0,ALLOW
845,2.75,1,ALLOW
846,3.95,0,BLOCK
847,10.48,0,BLOCK
848,29.71,0,BLOCK
849,24.54,0,BLOCK
850,4.18,0,BLOCK
851,19.18,0,BLOCK
852,17.2,0,BLOCK
853,23.72,0,BLOCK
854,3.36,1,ALLOW
855,23.22,0,BLOCK
856,18.8,0,BLOCK
857,4.68,0,BLOCK
858,23.9,0,BLOCK
859,4.36,0,BLOCK
860,26.86,0,BLOCK
861,17.95,0,BLOCK
862,18.09,0,BLOCK
863,10.94,0,BLOCK
864,2.39,0,ALLOW
865,6.73,1,BLOCK
866,20.73,0,BLOCK
867,3.81,1,BLOCK
868,2.9,0,ALLOW
869,16.19,0,BLOCK
870,2.64,0,ALLOW
871,22.85,0,BLOCK
872,2.93,0,ALLOW
873,17.59,0,BLOCK
874,15.32,0,BLOCK
875,6.16,0,BLOCK
876,23.78,0,BLOCK
877,26.44,0,BLOCK
878,16.09,1,BLOCK
879,24.6,0,BLOCK
880,14.24,0,BLOCK
881,23.86,0,BLOCK
882,24.92,0,BLOCK
883,5.87,0,BLOCK
884,21.77,0,BLOCK
885,19.93,0,BLOCK
886,6.44,0,BLOCK
887,26.37,0,BLOCK
888,4.25,0,BLOCK
889,4.7,0,BLOCK
890,4.62,0,BLOCK
891,8.61,0,BLOCK
892,22.59,0,BLOCK
893,4.87,0,BLOCK
894,2.72,0,ALLOW
895,25.77,0,BLOCK
896,7.77,1,BLOCK
897,3.25,0,ALLOW
898,3.17,0,ALLOW
899,15.37,0,BLOCK
900,25.0,0,BLOCK
901,1.69,0,ALLOW
902,3.24,0,ALLOW
903,3.65,0,BLOCK
904,25.39,0,BLOCK
905,14.51,0,BLOCK
906,3.65,0,BLOCK
907,6.92,1,BLOCK
908,3.05,0,ALLOW
909,4.93,0,BLOCK
910,17.08,0,BLOCK
911,3.86,1,BLOCK
912,2.9,1,ALLOW
913,16.42,0,BLOCK
914,25.1,0,BLOCK
915,19.66,0,BLOCK
916,7.91,0,BLOCK
917,3.06,0,ALLOW
918,2.8,0,ALLOW
919,21.33,0,BLOCK
920,17.81,0,BLOCK
921,9.39,0,BLOCK
922,13.06,0,BLOCK
923,20.03,0,BLOCK
924,3.74,0,BLOCK
925,7.02,0,BLOCK
926,3.12,0,ALLOW
927,6.18,0,BLOCK
928,4.4,0,BLOCK
929,19.86,0,BLOCK
930,2.13,0,ALLOW
931,1.93,0,ALLOW
932,21.36,0,BLOCK
933,2.47,1,ALLOW
934,2.99,0,ALLOW
935,26.11,0,BLOCK
936,3.68,0,BLOCK
937,3.13,0,ALLOW
938,1.24,0,ALLOW
939,20.48,0,BLOCK
940,10.95,0,BLOCK
941,5.79,0,BLOCK
942,2.68,1,ALLOW
943,1.51,0,ALLOW
944,1.38,1,ALLOW
945,3.73,0,BLOCK
946,5.8,0,BLOCK
947,13.1,0,BLOCK
948,3.13,1,ALLOW
949,28.2,0,BLOCK
950,2.97,1,ALLOW
951,16.98,0,BLOCK
952,5.19,0,BLOCK
953,6.36,0,BLOCK
954,22.72,0,BLOCK
955,2.41,1,ALLOW
956,6.88,0,BLOCK
957,2.65,0,ALLOW
958,13.76,0,BLOCK
959,17.84,0,BLOCK
960,2.21,0,ALLOW
961,9.17,0,BLOCK
962,24.36,0,BLOCK
963,7.76,0,BLOCK
964,2.42,0,ALLOW
965,19.12,0,BLOCK
966,14.09,0,BLOCK
967,2.71,0,ALLOW
968,3.85,1,BLOCK
969,4.55,0,BLOCK
970,1.93,1,ALLOW
971,3.89,1,BLOCK
972,6.97,0,BLOCK
973,18.67,0,BLOCK
974,15.24,0,BLOCK
975,3.69,0,BLOCK
976,13.55,0,BLOCK
977,22.02,0,BLOCK
978,10.45,0,BLOCK
979,3.79,0,BLOCK
980,3.29,0,ALLOW
981,2.72,1,ALLOW
982,17.43,0,BLOCK
983,22.03,0,BLOCK
984,4.46,0,BLOCK
985,24.21,0,BLOCK
986,18.85,1,BLOCK
987,3.95,0,BLOCK
988,2.74,0,ALLOW
989,24.14,0,BLOCK
990,3.45,0,ALLOW
991,3.01,0,ALLOW
992,5.36,0,BLOCK
993,6.03,1,BLOCK
994,17.04,0,BLOCK
